file,category,runtime,entry_point,external_io,env_vars,auth_context,privileged_client,cache,timeout,error_handling,tested,status,notes
"features/home/hooks/useHomeUser.ts","feature","shared","","supabase","","","","","","try/catch","","reviewed",""
"features/home/index.ts","feature","shared","","","","","","","","","","reviewed",""
"features/home/types.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/components/CampusMap.tsx","feature","shared","","","NODE_ENV","","","","yes","try/catch","","reviewed",""
"features/map/components/CampusMapHUD.tsx","feature","client","","","","","","","yes","","","reviewed",""
"features/map/components/DevPinPanel.tsx","feature","client","","","NODE_ENV","","","","","","","reviewed",""
"features/map/components/GoogleMapCanvas.tsx","feature","client","","google","NEXT_PUBLIC_GOOGLE_MAP_ID","","","","yes","try/catch","","reviewed",""
"features/map/components/GoogleMapController.tsx","feature","client","","","","","","","","try/catch","","reviewed",""
"features/map/components/GoogleRoutePanel.tsx","feature","client","","","","","","","","","","reviewed",""
"features/map/components/LayeredCard.tsx","feature","shared","","","","","","","","","","reviewed",""
"features/map/components/MapClient.tsx","feature","client","","","NODE_ENV","","","","yes","try/catch","","reviewed",""
"features/map/components/MapController.tsx","feature","shared","","","","","","","yes","try/catch","","reviewed",""
"features/map/components/MapErrorBoundary.tsx","feature","client","","","NODE_ENV","","","","yes","","","reviewed",""
"features/map/components/MapOverlays.tsx","feature","shared","","","","","","","","","","reviewed",""
"features/map/components/MapPageSkeleton.tsx","feature","client","","","","","","","","","","reviewed",""
"features/map/components/MapSkeleton.tsx","feature","client","","","","","","","","","","reviewed",""
"features/map/components/MapViewToggle.tsx","feature","client","","","","","","","","","","reviewed",""
"features/map/components/RouteAnnouncer.tsx","feature","client","","","","","","","","","","reviewed",""
"features/map/hooks/index.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/hooks/useCampusBuildingSearch.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/hooks/useGooglePlacesSearch.ts","feature","client","","","","","","","yes","try/catch","","reviewed",""
"features/map/hooks/useLeafletLoader.ts","feature","client","","","","","","","yes","try/catch","","reviewed",""
"features/map/hooks/useMapLocation.ts","feature","shared","","","NODE_ENV","","","","yes","try/catch","","reviewed",""
"features/map/hooks/useMapNavigation.ts","feature","shared","","","","","","","yes","","","reviewed",""
"features/map/index.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/budyariNgurraPOIs.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/buildings.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/constants.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/examSites.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/gcpCalibration.ts","feature","shared","","","","","","","","try/catch","","reviewed",""
"features/map/lib/geospatialCalibration.ts","feature","shared","","","NODE_ENV","","","","","","","reviewed",""
"features/map/lib/leafletTypes.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/locations.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/mapOverlays.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/mapUtils.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/navigationHelpers.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/lib/realtimeNavigation.ts","feature","shared","","","","","","","","","","reviewed",""
"features/map/position-editor/PositionEditorClient.tsx","feature","client","","","","","","","yes","try/catch","","reviewed",""
"features/settings/components/AboutSettings.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/AppearanceSettings.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/GamificationSettings.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/GamificationToggleRow.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/MapSettings.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/NotificationRow.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/NotificationSettings.tsx","feature","client","","resend","","","","","","try/catch","","reviewed",""
"features/settings/components/PrivacySettings.tsx","feature","client","","","","","","","","try/catch","","reviewed",""
"features/settings/components/QuickActions.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/SecuritySettings.tsx","feature","client","","","","","","","","try/catch","","reviewed",""
"features/settings/components/SettingsSectionBoundary.tsx","feature","client","","","NODE_ENV","","","","","","","reviewed",""
"features/settings/components/SettingsSkeleton.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/ToggleControl.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/index.ts","feature","shared","","","","","","","","","","reviewed",""
"features/settings/components/privacy/ChangePasswordDialog.tsx","feature","client","","","","","","","","try/catch","","reviewed",""
"features/settings/components/privacy/ClearDataDialog.tsx","feature","client","","","","","","","","try/catch","","reviewed",""
"features/settings/components/privacy/DataManagement.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/privacy/ExportDataDialog.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/privacy/SessionsList.tsx","feature","client","","","","","","","","","","reviewed",""
"features/settings/components/security/PasskeySecuritySection.tsx","feature","client","","","","","","","","try/catch","","reviewed",""
"features/settings/components/security/SMSSetup.tsx","feature","client","","resend","","","","","","try/catch","","reviewed",""
"features/settings/components/security/TOTPSetup.tsx","feature","client","","","","","","","yes","try/catch","","reviewed",""
"features/settings/constants.ts","feature","shared","","","","","","","","","","reviewed",""
"features/settings/index.ts","feature","shared","","","","","","","","","","reviewed",""
"lib/auth/providerGuard.ts","library","shared","","supabase","","","","","","","","reviewed",""
"lib/calendar-utils.ts","library","shared","","","","","","","","","","reviewed",""
"lib/cloudflare/scheduled.ts","library","shared","","","","cron-secret","","","","","","reviewed",""
"lib/config.ts","library","shared","","","NEXT_PUBLIC_APP_URL","","","","","","","reviewed",""
"lib/constants/config.ts","library","shared","","resend","","","","","","","","reviewed",""
"lib/constants/errors.ts","library","shared","","","","","","","","","","reviewed",""
"lib/constants/index.ts","library","shared","","","","","","","","","","reviewed",""
"lib/data/mq-courses.ts","library","shared","","","","","","","","","","reviewed",""
"lib/hooks/index.ts","library","shared","","","","","","","","","","reviewed",""
"lib/hooks/use-retry.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/hooks/use-toast.ts","library","client","","","","","","","yes","","","reviewed",""
"lib/hooks/useBiometrics.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/hooks/useDataExport.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/hooks/useHydration.ts","library","client","","","","","","","","","","reviewed",""
"lib/hooks/useInactivityLogout.ts","library","client","","","","","","","yes","","","reviewed",""
"lib/hooks/useInstallPrompt.ts","library","client","","","","","","","","","","reviewed",""
"lib/hooks/useLiquidGlass.ts","library","client","","","","","","","","","","reviewed",""
"lib/hooks/useLocalStorage.ts","library","client","","","","","","","","try/catch","","reviewed",""
"lib/hooks/useMouseGlow.ts","library","client","","","","","","","","","","reviewed",""
"lib/hooks/useNotificationScheduler.ts","library","client","","","","","","","","","","reviewed",""
"lib/hooks/useReminderChecker.ts","library","client","","","","","","","","try/catch","","reviewed",""
"lib/hooks/useSWUpdate.ts","library","client","","","","","","","","","","reviewed",""
"lib/hooks/useSafeTranslation.ts","library","shared","","","","","","","","","","reviewed",""
"lib/hooks/useSessionManager.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/hooks/useTranslation.ts","library","client","","","","","","","","","","reviewed",""
"lib/hooks/useTypedTranslation.ts","library","shared","","","","","","","","","","reviewed",""
"lib/i18n/translations.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/logger.ts","library","shared","","sentry","NODE_ENV","","","","","","","reviewed",""
"lib/maps/buildings/buildingSearch.ts","library","shared","","","","","","","","","","reviewed",""
"lib/maps/google/decodePolyline.ts","library","shared","","","","","","","","","","reviewed",""
"lib/maps/google/fieldMasks.ts","library","shared","","","","","","","","","","reviewed",""
"lib/maps/google/loader.ts","library","client","","google","NEXT_PUBLIC_GOOGLE_MAPS_API_KEY","","","","","","","reviewed",""
"lib/maps/google/types.ts","library","shared","","","","","","","","","","reviewed",""
"lib/middleware.ts","library","shared","","supabase weather","NEXT_PUBLIC_SUPABASE_URL NEXT_PUBLIC_SUPABASE_ANON_KEY NODE_ENV","inline getUser()","","","yes","try/catch","","reviewed",""
"lib/platform/runtime.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/schemas/auth.ts","library","shared","","","","","","","","","","reviewed",""
"lib/security/audit.ts","library","shared","","supabase","","","","","","try/catch","","reviewed",""
"lib/security/constant-time-compare.ts","library","shared","","","","","","","","","","reviewed",""
"lib/security/csp-enhanced.ts","library","shared","","supabase google weather","NODE_ENV CSP_REPORT_URI CSP_REPORT_TO","","","","","try/catch","","reviewed",""
"lib/security/csp.ts","library","shared","","supabase google weather sentry","NODE_ENV CSP_REPORT_URI CSP_REPORT_TO","","","","","try/catch","","reviewed",""
"lib/security/csrf.ts","library","shared","","supabase google","VITEST NODE_ENV CSRF_VALIDATION_ENABLED NEXT_PUBLIC_SUPABASE_PROJECT_REF NEXT_PUBLIC_SUPABASE_URL","","","","","try/catch","","reviewed",""
"lib/security/device-fingerprinting.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/security/dns-resolution.ts","library","shared","","","","","","","","","","reviewed",""
"lib/security/emailVerification.ts","library","shared","","supabase resend","","","","","","","","reviewed",""
"lib/security/headers-scanner.ts","library","shared","","","","","","","yes","try/catch","","reviewed",""
"lib/security/identifiers.ts","library","shared","","","","","","","","","","reviewed",""
"lib/security/index.ts","library","shared","","","","","","","","","","reviewed",""
"lib/security/ip-anomaly-detection.ts","library","shared","","supabase","NODE_ENV","","","","","try/catch","","reviewed",""
"lib/security/ip.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/security/mfa.ts","library","shared","","supabase resend","","","","","","","","reviewed",""
"lib/security/password-breach.ts","library","shared","","supabase hibp","","","","","","try/catch","","reviewed",""
"lib/security/passwordReset.ts","library","shared","","supabase resend","","","","","","","","reviewed",""
"lib/security/request-signing.ts","library","shared","","","","","","","","","","reviewed",""
"lib/security/session-termination.ts","library","shared","","supabase","","","","","","try/catch","","reviewed",""
"lib/security/sri-enhanced.ts","library","shared","","google","","","","","","try/catch","","reviewed",""
"lib/security/sri.ts","library","shared","","","","","","","","","","reviewed",""
"lib/security/two-factor-backup-codes.ts","library","shared","","supabase","","","","","","try/catch","","reviewed",""
"lib/security/webauthn.ts","library","shared","","supabase","NODE_ENV WEBAUTHN_RP_ID WEBAUTHN_ORIGIN","","service-role","","","","","reviewed",""
"lib/server/push.ts","library","shared","","supabase web-push","NEXT_PUBLIC_VAPID_PUBLIC_KEY VAPID_PRIVATE_KEY VAPID_SUBJECT","","service-role","","","try/catch","","reviewed",""
"lib/services/emailService.ts","library","shared","","resend","NEXT_PUBLIC_APP_URL NEXT_PUBLIC_SITE_URL VERCEL_PROJECT_PRODUCTION_URL VERCEL_BRANCH_URL VERCEL_URL NODE_ENV RESEND_API_KEY VERIFICATION_EMAIL_FROM VERIFICATION_EMAIL_NAME","","","","","try/catch","","reviewed",""
"lib/services/notificationService.ts","library","client","","","NEXT_PUBLIC_VAPID_PUBLIC_KEY","","","","","try/catch","","reviewed",""
"lib/services/ors.ts","library","shared","","","","","","","yes","try/catch","","reviewed",""
"lib/services/rateLimitService.ts","library","shared","","supabase ratelimit-store","UPSTASH_REDIS_REST_URL UPSTASH_REDIS_REST_TOKEN KV_REST_API_URL KV_REST_API_TOKEN ALLOW_MEMORY_RATE_LIMIT","","service-role","","","try/catch","","reviewed",""
"lib/store/calendarIntentStore.ts","library","shared","","","","","","","","","","reviewed",""
"lib/store/deadlinesStore.ts","library","shared","","supabase","","","","","yes","try/catch","","reviewed",""
"lib/store/eventsStore.ts","library","client","","supabase","","","","","","try/catch","","reviewed",""
"lib/store/gamificationStore.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/store/itemNotificationsStore.ts","library","client","","","","","","","","","","reviewed",""
"lib/store/languageStore.ts","library","shared","","","","","","","","","","reviewed",""
"lib/store/mapStore.ts","library","shared","","","","","","","","","","reviewed",""
"lib/store/notificationPreferencesStore.ts","library","client","","","","","","","yes","try/catch","","reviewed",""
"lib/store/notificationsStore.ts","library","client","","","","","","","","try/catch","","reviewed",""
"lib/store/offlineSyncStore.ts","library","client","","","","","","","yes","try/catch","","reviewed",""
"lib/store/profilesStore.ts","library","client","","supabase","","","","","","try/catch","","reviewed",""
"lib/store/publicEventsStore.ts","library","shared","","supabase","","inline getUser()","","","","try/catch","","reviewed",""
"lib/store/remindersStore.ts","library","client","","","","","","","","","","reviewed",""
"lib/store/themeStore.ts","library","shared","","","","","","","","","","reviewed",""
"lib/store/todosStore.ts","library","shared","","supabase","","","","","","try/catch","","reviewed",""
"lib/store/unitsStore.ts","library","client","","","","","","","","try/catch","","reviewed",""
"lib/supabase/admin.ts","library","shared","","supabase","NEXT_PUBLIC_SUPABASE_URL SUPABASE_SERVICE_ROLE_KEY","","service-role","","","","","reviewed",""
"lib/supabase/browserSession.ts","library","client","","supabase","","inline getUser()","","","yes","","","reviewed",""
"lib/supabase/client.ts","library","shared","","supabase","NEXT_PUBLIC_SUPABASE_URL NEXT_PUBLIC_SUPABASE_ANON_KEY","","","","yes","","","reviewed",""
"lib/supabase/database.types.ts","library","shared","","supabase","","","","","","","","reviewed",""
"lib/supabase/fetch.ts","library","shared","","supabase","NODE_ENV","","","","yes","try/catch","","reviewed",""
"lib/supabase/middleware.ts","library","shared","","supabase","NEXT_PUBLIC_SUPABASE_URL NEXT_PUBLIC_SUPABASE_ANON_KEY","inline getUser()","","","","try/catch","","reviewed",""
"lib/supabase/server.ts","library","shared","","supabase","NEXT_PUBLIC_SUPABASE_URL NEXT_PUBLIC_SUPABASE_ANON_KEY","","","","","","","reviewed",""
"lib/types/global.d.ts","library","shared","","","","","","","","","","reviewed",""
"lib/types/index.ts","library","shared","","","","","","","","","","reviewed",""
"lib/types/publicEvents.ts","library","shared","","","","","","","","","","reviewed",""
"lib/types/translator.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/api.ts","library","shared","","supabase","","","","","","try/catch","","reviewed",""
"lib/utils/buildingValidation.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/clientStorage.ts","library","client","","","","","","","","try/catch","","reviewed",""
"lib/utils/devLog.ts","library","shared","","","NODE_ENV","","","","","","","reviewed",""
"lib/utils/errorHandling.ts","library","shared","","sentry","NODE_ENV NEXT_PUBLIC_SENTRY_ENABLED","","","","","try/catch","","reviewed",""
"lib/utils/gamification.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/haptics.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/utils/locale.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/passkey.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/pwa.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/rate-limit.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/requestLogger.ts","library","shared","","","NODE_ENV","","","","","try/catch","","reviewed",""
"lib/utils/retry.ts","library","shared","","","","","","","yes","try/catch","","reviewed",""
"lib/utils/security.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/serviceWorker.ts","library","shared","","","","","","","","try/catch","","reviewed",""
"lib/utils/toast.ts","library","shared","","","","","","","","","","reviewed",""
"lib/utils/uuid.ts","library","shared","","","","","","","","","","reviewed",""
"lib/weather/normalize.ts","library","shared","","weather","","","","","","","","reviewed",""
"lib/weather/normalizeGoogle.ts","library","shared","","weather","","","","","","","","reviewed",""
"lib/weather/providers/googleWeatherProvider.ts","library","shared","","google weather","","","","","","","","reviewed",""
"lib/weather/providers/openMeteoProvider.ts","library","shared","","weather","","","","","","","","reviewed",""
"lib/weather/providers/provider.ts","library","shared","","weather","","","","","","","","reviewed",""
"lib/weather/types.ts","library","shared","","weather","","","","","","","","reviewed",""
"middleware.ts","middleware","worker/server","","","","","","","","","","reviewed",""
"next.config.ts","config","build-time","","","","","","","","","","reviewed",""
"open-next.config.ts","config","build-time","","","","","","","","","","reviewed",""
"tools/cloudflare/check-public-env.mjs","build-tool","build-time","","supabase","NEXT_PUBLIC_X","","service-role","","","try/catch","","reviewed",""
"tools/cloudflare/check-runtime-compat.mjs","build-tool","build-time","","","","","","","","try/catch","","reviewed",""
"tools/cloudflare/check-worker-size.mjs","build-tool","build-time","","","","","","","","try/catch","","reviewed",""
"tools/cloudflare/smoke.mjs","build-tool","build-time","","","","","","","yes","try/catch","","reviewed",""
"tools/convert-mq-units.js","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/deployment/check-required-env.mjs","build-tool","build-time","","supabase resend weather ratelimit-store sentry","","cron-secret","","","","try/catch","","reviewed",""
"tools/export_buildings.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/audit-i18n.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/check-translations.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/deep-audit.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/fill-common-translations.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/find-hardcoded.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/find-missing-keys.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/find-untranslated.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/generate-translations.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/sync-translations.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/translate-remaining.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/i18n/translate-weather-keys.mjs","build-tool","build-time","","weather","","","","","","","","reviewed",""
"tools/i18n/update-all-translations.mjs","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/loadtest/artillery.processor.js","build-tool","build-time","","","","","","","","","","reviewed",""
"tools/security/check-secrets.mjs","build-tool","build-time","","supabase resend weather ratelimit-store","","","","","","try/catch","","reviewed",""
"tools/security/check-sharp-risk.mjs","build-tool","build-time","","","","","","","","try/catch","","reviewed",""
"tools/security/check-sharp-risk.test.mjs","build-tool","build-time","","","","","","","","try/catch","","reviewed",""
"tools/vercel/check-required-env.mjs","build-tool","build-time","","supabase resend ratelimit-store","VERCEL_TOKEN VERCEL_ORG_ID VERCEL_ENVIRONMENT","cron-secret","","","","try/catch","","reviewed",""
"tools/vercel/deploy.mjs","build-tool","build-time","","","KEEP_VERCEL_TMP","","","","","try/catch","","reviewed",""
